0,0.14098417383298636
1,0.11961414221819
2,0.1383353350263076
3,0.11501139050993017
4,0.14255633834819018
5,0.12486306876479542
6,0.13176485913287064
7,0.16386857719036274
8,0.1328803155996234
9,0.13074593738649948
10,0.1392545019649152
11,0.16063402756561107
12,0.13588571066133934
13,0.13832048559205795
14,0.13056875742289073
15,0.15491898635943288
16,0.14725025007756457
17,0.13493173978397605
18,0.12507961208426616
19,0.13228139752591506
20,0.12875462973876084
21,0.1302795745410398
22,0.1253788229209253
23,0.1368422680846509
24,0.1448107675017485
25,0.13830912926630284
26,0.13568879338745748
27,0.11982580381866152
28,0.1475430294957336
29,0.13150709867244595
30,0.13956441279212214
31,0.1461313246306369
32,0.13953124794922084
33,0.12439516994899824
34,0.12342889751607919
35,0.12492854029605929
36,0.12648469006225593
37,0.1505125638818832
38,0.14135772073131816
39,0.12009098545694574
40,0.1258073761953362
41,0.12716495407879977
42,0.13504345785276783
43,0.14547072734894123
44,0.1477031251808599
45,0.12807096542763888
46,0.12819521142956264
47,0.1469536243999332
48,0.12416463755080517
49,0.12408250584725378
50,0.13482973327391606
51,0.13438031424591593
52,0.15024814950431106
53,0.12750893398048233
54,0.1449224421463399
55,0.12848536017138734
56,0.1341905641239077
57,0.16381615327110222
58,0.13871724198083665
59,0.13327090153019983
60,0.12318501726157433
61,0.1327532232804711
62,0.143820359671812
63,0.1399875011754707
64,0.13553331799030507
65,0.13515153458747475
66,0.14150091337562395
67,0.14498987904772437
68,0.1169740461922846
69,0.1428116668050318
70,0.13688574874247966
71,0.13779699713369273
72,0.13578460625443284
73,0.13178646471799996
74,0.12127136653063154
75,0.1347023929485254
76,0.15175774852841564
77,0.13344559772673034
78,0.14477078498204993
79,0.12419802529829098
80,0.1412270917810115
81,0.1300907464675283
82,0.1513680497569038
83,0.1275010234467354
84,0.15777592469877194
85,0.12764500131033096
86,0.12959013625692245
87,0.13673314719411578
88,0.13118943404971997
89,0.13224997994831933
90,0.12469630767887245
91,0.1302720545364497
92,0.13891828044432747
93,0.12640467264392594
94,0.14186942313813022
95,0.13221615069459403
96,0.13793377702015466
97,0.14034517726681037
98,0.12341492465166981
99,0.14000243909868543
